OSEBuildingID,DataYear,BuildingType,PrimaryPropertyType,Address,Neighborhood,Latitude,Longitude,YearBuilt,NumberofBuildings,NumberofFloors,ListOfAllPropertyUseTypes,LargestPropertyUseType,ENERGYSTARScore,SiteEUIWN(kBtu/sf),TotalGHGEmissions
245,2016,NonResidential,Other,800 Occidental Ave. South,GREATER DUWAMISH,47.59544,-122.33159,1999,1.0,6,"Other - Entertainment/Public Assembly, Parking",Other - Entertainment/Public Assembly,75.0,39.20000076,892.63
247,2016,Nonresidential COS,Distribution Center,3613 4th Ave S,GREATER DUWAMISH,47.57199,-122.32811,1924,1.0,2,"Data Center, Distribution Center, Office, Other",Distribution Center,75.0,56.29999924,96.43
248,2016,Nonresidential COS,Warehouse,3613 4th Ave S,GREATER DUWAMISH,47.57199,-122.32811,1965,1.0,2,"Non-Refrigerated Warehouse, Office, Other, Other - Services",Non-Refrigerated Warehouse,75.0,61.5,27.39
249,2016,NonResidential,Other,1250 First Avenue South,GREATER DUWAMISH,47.59085,-122.33354,1999,1.0,3,Other - Entertainment/Public Assembly,Other - Entertainment/Public Assembly,75.0,49.0,1246.55
250,2016,NonResidential,Hotel,1046 1st Ave S,GREATER DUWAMISH,47.59269,-122.33372,2005,1.0,9,"Food Service, Hotel, Parking",Hotel,64.0,89.19999695,388.37
257,2016,NonResidential,Warehouse,3235 16TH AVE SW,GREATER DUWAMISH,47.57507,-122.35747,1916,0.0,4,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,34.0,30.29999924,16.81
260,2016,SPS-District K-12,K-12 School,4400 Interlake Ave N,LAKE UNION,47.65996,-122.33962,1997,1.0,4,K-12 School,K-12 School,79.0,36.90000153,270.97
261,2016,Campus,Large Office,1420 S Trenton,GREATER DUWAMISH,47.52429,-122.31234,1980,14.0,2,"Laboratory, Non-Refrigerated Warehouse, Office, Other - Utility",Office,75.0,161.8999939,748.55
263,2016,NonResidential,Other,316 NE Thornton Place,NORTH,47.70281,-122.32532,2008,1.0,6,"Fast Food Restaurant, Medical Office, Movie Theater, Parking, Retail Store",Parking,75.0,109.0,162.41
264,2016,NonResidential,Mixed Use Property,516 1st Ave W,MAGNOLIA / QUEEN ANNE,47.6239,-122.35756,2002,1.0,4,"Financial Office, Multifamily Housing, Parking, Retail Store, Supermarket/Grocery Store",Multifamily Housing,75.0,98.09999847,92.91
267,2016,NonResidential,Hotel,721 Pine St,DOWNTOWN,47.61275,-122.3333,1999,1.0,0,"Hotel, Other, Parking, Restaurant, Retail Store",Hotel,75.0,120.5,1638.46
268,2016,NonResidential,Hospital,500 17th Ave,CENTRAL,47.60705,-122.30966,1990,6.0,5,"Hospital (General Medical & Surgical), Parking",Hospital (General Medical & Surgical),34.0,244.8000031,4906.33
273,2016,SPS-District K-12,K-12 School,1012 S.W. Trenton St.,DELRIDGE,47.52518,-122.34828,1999,1.0,1,K-12 School,K-12 School,87.0,34.5,36.24
274,2016,NonResidential,Warehouse,3600 Stone Way North,LAKE UNION,47.65097,-122.34227,1991,1.0,3,"Non-Refrigerated Warehouse, Parking",Non-Refrigerated Warehouse,91.0,8.5,9.63
276,2016,NonResidential,Hospital,325 9th Ave.,EAST,47.60399,-122.32377,2000,9.0,8,"Hospital (General Medical & Surgical), Parking",Hospital (General Medical & Surgical),29.0,219.6999969,10734.57
278,2016,NonResidential,Senior Care Community,802 S. Dearborn St.,DOWNTOWN,47.59626,-122.3218,1999,1.0,5,"K-12 School, Medical Office, Office, Restaurant, Retail Store, Senior Care Community",Senior Care Community,75.0,100.0,193.94
279,2016,SPS-District K-12,K-12 School,3000 California Ave SW,SOUTHWEST,47.57678,-122.38459,2002,1.0,2,K-12 School,K-12 School,80.0,43.20000076,207.79
281,2016,NonResidential,K-12 School,5031 University Way NE,NORTHEAST,47.66568,-122.31368,1928,1.0,2,K-12 School,K-12 School,98.0,28.79999924,72.88
282,2016,NonResidential,Hotel,4507 Brooklyn Ave NE,NORTHEAST,47.66151,-122.31457,1931,1.0,16,Hotel,Hotel,49.0,118.0999985,469.57
283,2016,NonResidential,Small- and Mid-Sized Office,12360 Lake City Way NE,NORTH,47.71895,-122.29475,1972,1.0,5,"Office, Restaurant",Office,62.0,65.40000153,49.09
284,2016,NonResidential,Worship Facility,4505 16TH AVE NE,NORTHEAST,47.66182,-122.31113,1952,1.0,2,Worship Facility,Worship Facility,46.0,48.70000076,84.57
285,2016,NonResidential,Worship Facility,4540 15th Avenue NE,NORTHEAST,47.6626,-122.31164,1952,1.0,3,Worship Facility,Worship Facility,42.0,52.29999924,149.93
286,2016,SPS-District K-12,K-12 School,1410 N.E. 66th St.,NORTHEAST,47.67723,-122.31281,2006,1.0,3,K-12 School,K-12 School,80.0,41.59999847,225.19
287,2016,SPS-District K-12,K-12 School,3311 N.E. 60th,NORTHEAST,47.67184,-122.29221,2001,1.0,3,K-12 School,K-12 School,77.0,40.09999847,71.86
289,2016,SPS-District K-12,K-12 School,2424 7th Ave W.,MAGNOLIA / QUEEN ANNE,47.64052,-122.3656,2003,1.0,3,K-12 School,K-12 School,88.0,32.70000076,43.98
290,2016,SPS-District K-12,K-12 School,3429 45th Ave. S.W.,SOUTHWEST,47.57298,-122.39028,2005,1.0,3,K-12 School,K-12 School,91.0,30.60000038,69.42
291,2016,SPS-District K-12,K-12 School,2401 S. Irving St.,CENTRAL,47.59096,-122.29985,1991,1.0,2,K-12 School,K-12 School,67.0,37.59999847,16.0
292,2016,SPS-District K-12,K-12 School,520 N.E. Ravenna Blvd.,NORTHWEST,47.67725,-122.32232,1927,1.0,3,K-12 School,K-12 School,78.0,57.09999847,201.05
293,2016,NonResidential,Other,700 Union St,DOWNTOWN,47.61103,-122.33238,1914,1.0,7,"Office, Other, Other - Entertainment/Public Assembly",Other - Entertainment/Public Assembly,75.0,47.0,57.21
294,2016,NonResidential,Residence Hall,1118 5th Avenue,DOWNTOWN,47.6079,-122.33266,1913,1.0,9,"Office, Residence Hall/Dormitory, Retail Store",Residence Hall/Dormitory,76.0,57.79999924,254.87
295,2016,NonResidential,Other,1122 3rd Ave,DOWNTOWN,47.60699,-122.33481,1955,1.0,15,Other,Other,75.0,303.7999878,433.6
300,2016,SPS-District K-12,K-12 School,5511 15th Ave. S.,GREATER DUWAMISH,47.55237,-122.31391,2007,1.0,3,K-12 School,K-12 School,94.0,43.59999847,226.06
302,2016,NonResidential,Other,Readiness Center - Pier 91,MAGNOLIA / QUEEN ANNE,47.63965,-122.3783,1973,1.0,1,Other,Other,75.0,46.0,101.41
313,2016,NonResidential,Medical Office,201 Elliott Avenue West,MAGNOLIA / QUEEN ANNE,47.61972,-122.36033,1927,1.0,5,"Medical Office, Office",Medical Office,1.0,183.5,661.04
314,2016,NonResidential,Hotel,2411 Alaskan Way,DOWNTOWN,47.6124,-122.35075,1961,1.0,4,Hotel,Hotel,8.0,213.6000061,1060.13
315,2016,Campus,Other,2225 Alaskan Way,DOWNTOWN,47.61137,-122.34947,1995,4.0,3,Other,Other,75.0,113.3000031,639.39
316,2016,NonResidential,Hotel,2100 Alaskan Way,DOWNTOWN,47.61069,-122.34653,2003,1.0,8,Hotel,Hotel,29.0,96.90000153,780.84
317,2016,Nonresidential COS,Other,1421 Alaskan Way,DOWNTOWN,47.60729,-122.34211,1980,1.0,2,Other - Entertainment/Public Assembly,Other - Entertainment/Public Assembly,75.0,219.5,301.76
318,2016,NonResidential,Mixed Use Property,1001 Alaskan Way,DOWNTOWN,47.6041,-122.33958,1900,1.0,1,"Other, Restaurant, Retail Store",Restaurant,75.0,165.6999969,377.27
319,2016,NonResidential,Small- and Mid-Sized Office,83 Columbia St.,DOWNTOWN,47.60271,-122.33557,1914,1.0,4,"Office, Retail Store",Office,98.0,37.5,44.22
320,2016,NonResidential,Warehouse,900 MAYNARD AVE S,GREATER DUWAMISH,47.59486,-122.32455,2008,1.0,4,"Non-Refrigerated Warehouse, Other - Services",Non-Refrigerated Warehouse,72.0,19.39999962,26.39
322,2016,NonResidential,Large Office,2801 3rd Ave,DOWNTOWN,47.61757,-122.35122,1968,0.0,3,Office,Office,20.0,98.19999695,68.24
323,2016,NonResidential,Small- and Mid-Sized Office,200 Cedar Street,DOWNTOWN,47.61703,-122.35012,1981,1.0,4,"Office, Parking",Office,57.0,83.19999695,68.19
324,2016,NonResidential,Large Office,2401 Fourth Avenue,DOWNTOWN,47.61619,-122.34599,1978,1.0,12,"Financial Office, Laboratory, Office, Parking",Office,39.0,90.09999847,149.27
326,2016,NonResidential,Large Office,1601 5th Avenue,DOWNTOWN,47.61217,-122.33694,1989,1.0,25,"Office, Parking",Office,74.0,64.5,172.58
327,2016,NonResidential,Retail Store,500 Pine Street,DOWNTOWN,47.61229,-122.33629,1925,1.0,10,"Office, Retail Store",Retail Store,93.0,57.70000076,398.19
328,2016,NonResidential,Large Office,1600 7th Ave,DOWNTOWN,47.61316,-122.3343,1976,1.0,33,"Lifestyle Center, Office, Other, Parking, Restaurant",Office,89.0,62.40000153,313.3
329,2016,NonResidential,Large Office,1700 Seventh,DOWNTOWN,47.61399,-122.33523,2000,1.0,23,"Office, Parking, Restaurant",Office,90.0,57.40000153,359.11
330,2016,NonResidential,Small- and Mid-Sized Office,603 Stewart Street,DOWNTOWN,47.61356,-122.33665,1926,1.0,10,"Office, Retail Store",Office,90.0,74.40000153,170.51
331,2016,NonResidential,Large Office,1809 7th Ave,DOWNTOWN,47.61375,-122.33566,1930,1.0,17,"Office, Other - Recreation, Parking, Retail Store",Office,91.0,46.5,100.26
332,2016,NonResidential,Small- and Mid-Sized Office,414 Olive Street,DOWNTOWN,47.61256,-122.33808,1916,1.0,5,"Office, Retail Store",Office,61.0,64.90000153,26.19
333,2016,NonResidential,Large Office,600 Stewart Street,DOWNTOWN,47.61391,-122.33725,1969,1.0,20,"Office, Parking",Office,90.0,69.5,563.25
334,2016,NonResidential,Large Office,2001 - 8th Avenue,DOWNTOWN,47.61578,-122.33726,2009,1.0,25,"Office, Parking",Office,95.0,46.40000153,229.25
335,2016,NonResidential,Large Office,2200 Sixth Avenue,DOWNTOWN,47.61641,-122.34112,1968,1.0,12,"Office, Parking",Office,91.0,56.40000153,222.19
336,2016,NonResidential,Large Office,1918 Eighth Avenue,DOWNTOWN,47.61555,-122.33582,2009,1.0,36,"Office, Parking",Office,97.0,52.90000153,275.54
337,2016,NonResidential,Large Office,1800 9th Avenue,DOWNTOWN,47.61516,-122.33303,1990,1.0,16,"Fitness Center/Health Club/Gym, Office, Other, Parking, Restaurant",Office,94.0,54.40000153,130.73
339,2016,NonResidential,Small- and Mid-Sized Office,615 2nd Avenue,DOWNTOWN,47.60266,-122.33332,1900,1.0,7,"Office, Retail Store, Social/Meeting Hall",Office,85.0,50.59999847,51.67
340,2016,NonResidential,Small- and Mid-Sized Office,600 First Ave,DOWNTOWN,47.60219,-122.33347,1900,1.0,6,"Office, Retail Store",Office,66.0,46.90000153,31.97
341,2016,NonResidential,Large Office,710 2nd Avenue,DOWNTOWN,47.6036,-122.33288,1922,1.0,15,Office,Office,89.0,48.79999924,213.23
342,2016,NonResidential,Large Office,821 2nd ave,DOWNTOWN,47.60403,-122.33497,1929,1.0,22,"Convenience Store without Gas Station, Food Service, Office",Office,98.0,29.60000038,70.15
343,2016,NonResidential,Large Office,801 2nd Ave Suite 1300,DOWNTOWN,47.6037,-122.33447,1958,1.0,17,"Office, Parking",Office,69.0,0.0,940.47
345,2016,NonResidential,Large Office,"999 3rd Avenue, Suite 1550",DOWNTOWN,47.60505,-122.33427,1983,1.0,47,"Office, Parking, Restaurant",Office,94.0,42.59999847,318.97
346,2016,NonResidential,Large Office,1000 Second Avenue,DOWNTOWN,47.60567,-122.33511,1986,1.0,41,"Office, Parking, Pre-school/Daycare",Office,84.0,51.20000076,171.52
347,2016,NonResidential,Small- and Mid-Sized Office,1015 Second Avenue,DOWNTOWN,47.60542,-122.33588,1950,1.0,6,"Office, Parking",Office,75.0,21.39999962,46.56
348,2016,NonResidential,Large Office,1101 2nd Avenue,DOWNTOWN,47.60581,-122.33664,1968,1.0,8,"Office, Parking",Office,81.0,44.09999847,26.1
349,2016,NonResidential,Large Office,1191 2nd Avenue,DOWNTOWN,47.60614,-122.33674,1991,1.0,29,"Office, Parking",Office,95.0,35.90000153,139.72
350,2016,NonResidential,Large Office,1100 Second Avenue,DOWNTOWN,47.60642,-122.33581,1958,1.0,6,"Data Center, Office, Parking",Office,75.0,299.2000122,362.66
351,2016,NonResidential,Large Office,1111 3rd Ave Suite 310,DOWNTOWN,47.60655,-122.33533,1980,1.0,34,"Office, Parking",Office,81.0,53.79999924,231.32
352,2016,NonResidential,Large Office,1110 Third Avenue,DOWNTOWN,47.60671,-122.33456,1972,1.0,14,"Data Center, Office, Parking",Office,95.0,53.90000153,218.53
353,2016,NonResidential,Large Office,1001 Fourth Avenue,DOWNTOWN,47.60615,-122.33388,1969,1.0,49,"Financial Office, Food Sales, Office, Other, Parking",Office,89.0,55.5,627.87
354,2016,NonResidential,Large Office,925 Fourth Avenue,DOWNTOWN,47.60549,-122.33319,2002,1.0,37,"Convenience Store without Gas Station, Data Center, Financial Office, Fitness Center/Health Club/Gym, Office, Other, Parking, Personal Services (Health/Beauty, Dry Cleaning, etc), Restaurant",Office,93.0,47.20000076,287.32
355,2016,NonResidential,Large Office,901 Fifth Avenue,DOWNTOWN,47.60616,-122.33165,1973,1.0,42,"Financial Office, Office, Parking, Retail Store",Office,28.0,119.4000015,546.65
356,2016,NonResidential,Large Office,810 Third Avenue,DOWNTOWN,47.60471,-122.33261,1907,1.0,8,"Non-Refrigerated Warehouse, Office, Retail Store",Office,91.0,47.20000076,175.95
357,2016,Nonresidential COS,Large Office,700 Fifth Avenue,DOWNTOWN,47.60501,-122.32988,1990,1.0,63,"Office, Parking",Office,89.0,50.40000153,429.27
358,2016,Nonresidential COS,Large Office,610 5th Ave,DOWNTOWN,47.60421,-122.32919,2001,1.0,14,"Data Center, Office, Other",Office,75.0,73.59999847,380.37
359,2016,Nonresidential COS,Large Office,600 4th Ave,DOWNTOWN,47.60377,-122.32971,2003,1.0,8,"Office, Other, Parking, Restaurant",Office,69.0,77.40000153,298.61
360,2016,NonResidential,Large Office,401 Fifth Ave.,DOWNTOWN,47.60249,-122.32854,2006,1.0,13,"Office, Parking",Office,98.0,43.40000153,216.24
361,2016,NonResidential,Large Office,400 YESLER WAY,DOWNTOWN,47.60193,-122.32812,1909,1.0,7,Office,Office,99.0,30.79999924,70.17
363,2016,NonResidential,Retail Store,4326 University Way NE,NORTHEAST,47.66024,-122.31278,1978,1.0,2,Retail Store,Retail Store,83.0,75.19999695,89.47
364,2016,NonResidential,Large Office,4333 Brooklyn Ave,NORTHEAST,47.66072,-122.31466,1971,1.0,23,Office,Office,77.0,63.20000076,198.34
365,2016,NonResidential,Other,4333 BROOKLYN AVE NE,NORTHEAST,47.6606,-122.31512,1969,1.0,5,Data Center,Data Center,96.0,834.4000244,209.41
366,2016,NonResidential,Small- and Mid-Sized Office,1107 NE 45th St,NORTHEAST,47.661,-122.31626,1961,0.0,5,Office,Office,70.0,63.0,119.03
367,2016,NonResidential,Large Office,4311 11th Avenue NE,NORTHEAST,47.66065,-122.31689,2002,1.0,6,"Office, Parking",Office,88.0,46.09999847,30.86
368,2016,NonResidential,Large Office,4300 Roosevelt Way NE,NORTHEAST,47.65999,-122.31741,2002,1.0,5,"Office, Parking",Office,93.0,48.29999924,49.12
369,2016,NonResidential,Self-Storage Facility,1800 Terry Ave.,DOWNTOWN,47.61591,-122.33238,1964,1.0,5,Self-Storage Facility,Self-Storage Facility,75.0,10.0,6.09
370,2016,NonResidential,Large Office,1100 Olive Way,DOWNTOWN,47.61597,-122.33086,1980,1.0,18,"Office, Parking",Office,79.0,69.59999847,168.88
371,2016,NonResidential,Mixed Use Property,1220 HOWELL ST,DOWNTOWN,47.6177,-122.3306,2000,1.0,11,"Fitness Center/Health Club/Gym, Office, Parking",Parking,94.0,49.20000076,72.42
372,2016,NonResidential,Large Office,1730 Minor Avenue,DOWNTOWN,47.61695,-122.32965,1988,1.0,20,"Office, Parking",Office,65.0,0.0,197.19
373,2016,NonResidential,Large Office,2101 Fourth Avenue,DOWNTOWN,47.61431,-122.34244,1979,1.0,24,"Office, Parking",Office,79.0,61.70000076,176.43
374,2016,NonResidential,Mixed Use Property,3005 1ST AVE,DOWNTOWN,47.6177,-122.3545,1980,1.0,4,"Laboratory, Office, Parking",Laboratory,75.0,118.5999985,91.13
375,2016,NonResidential,Large Office,2901 Third Avenue,DOWNTOWN,47.6182,-122.352,1982,1.0,6,"Office, Parking",Office,64.0,73.59999847,141.95
376,2016,NonResidential,Large Office,2301 5th Ave,DOWNTOWN,47.61598,-122.34369,2002,1.0,6,"Office, Other, Other - Restaurant/Bar, Parking",Office,74.0,74.90000153,103.97
377,2016,NonResidential,Large Office,521 Wall Street,DOWNTOWN,47.61734,-122.34434,1947,1.0,3,"Office, Parking",Office,94.0,38.09999847,46.03
379,2016,NonResidential,Large Office,3101 Western Avenue,DOWNTOWN,47.6176,-122.35686,1984,1.0,8,"Laboratory, Office, Other, Parking",Office,3.0,161.1999969,208.79
381,2016,NonResidential,Supermarket / Grocery Store,9999 Holman Road NW,NORTHWEST,47.7019,-122.36374,1956,1.0,1,Supermarket/Grocery Store,Supermarket/Grocery Store,54.0,239.0,384.27
382,2016,NonResidential,Small- and Mid-Sized Office,524 2nd Ave,DOWNTOWN,47.60227,-122.33202,1900,1.0,5,"Office, Other, Restaurant",Office,77.0,46.59999847,24.91
383,2016,NonResidential,Large Office,506 Second Avenue,DOWNTOWN,47.60198,-122.33174,1912,1.0,42,"Office, Other - Restaurant/Bar, Retail Store, Single Family Home",Office,72.0,94.5,741.3
384,2016,NonResidential,Warehouse,6901 fox ave south,GREATER DUWAMISH,47.54066,-122.33023,1977,1.0,1,"Non-Refrigerated Warehouse, Other",Non-Refrigerated Warehouse,97.0,16.29999924,78.92
385,2016,NonResidential,Large Office,1326 5th Avenue,DOWNTOWN,47.60932,-122.33388,1927,1.0,8,"Office, Performing Arts, Retail Store",Office,76.0,62.29999924,355.05
386,2016,NonResidential,Large Office,1200 5th avenue,DOWNTOWN,47.60842,-122.33305,1964,1.0,22,"Office, Other - Restaurant/Bar, Parking",Office,77.0,74.80000305,530.66
387,2016,NonResidential,Large Office,1325 4th Avenue,DOWNTOWN,47.60869,-122.33588,1960,1.0,21,"Office, Other - Education, Parking",Office,79.0,95.69999695,1084.79
388,2016,NonResidential,Large Office,1301 5th Ave,DOWNTOWN,47.60896,-122.33481,1976,1.0,42,"Financial Office, Office, Other, Parking, Restaurant",Office,69.0,62.90000153,337.97
389,2016,NonResidential,Hotel,411 University Street,DOWNTOWN,47.60804,-122.33391,1923,1.0,12,"Hotel, Swimming Pool",Hotel,45.0,105.1999969,2573.75
390,2016,NonResidential,Retail Store,2700 RAINIER AVE. S.,SOUTHEAST,47.57936,-122.29744,1980,1.0,2,"Office, Retail Store",Retail Store,80.0,41.40000153,162.45
391,2016,NonResidential,Mixed Use Property,8300 Military Rd South,GREATER DUWAMISH,47.52871,-122.29443,1970,0.0,1,"Distribution Center, Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,42.0,53.0,116.03
392,2016,NonResidential,Warehouse,910 N 137th St,NORTHWEST,47.72912,-122.34677,1960,1.0,1,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,96.0,21.70000076,48.65
393,2016,NonResidential,Other,500 Yale Ave N,LAKE UNION,47.62323,-122.33028,2009,1.0,5,"Office, Parking, Personal Services (Health/Beauty, Dry Cleaning, etc)",Parking,75.0,43.09999847,21.51
394,2016,NonResidential,Large Office,501 EASTLAKE AVE E,LAKE UNION,47.62333,-122.3296,2001,1.0,5,"Office, Parking",Office,60.0,56.09999847,40.46
395,2016,NonResidential,Warehouse,4205 9th Ave NW,BALLARD,47.65825,-122.3683,1973,1.0,1,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,2.0,76.80000305,70.47
396,2016,NonResidential,Warehouse,5301 Shilshole Ave NW,BALLARD,47.66587,-122.38476,1959,1.0,2,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,55.0,88.90000153,156.67
398,2016,NonResidential,Large Office,2601 Elliott Avenue,DOWNTOWN,47.61429,-122.35263,1916,1.0,6,"College/University, Office, Restaurant",Office,90.0,53.29999924,224.36
399,2016,NonResidential,Large Office,1201 3rd ave,DOWNTOWN,47.60723,-122.33611,1988,1.0,55,"Office, Other, Parking, Restaurant",Office,92.0,48.5,588.9
401,2016,NonResidential,Hotel,1325 6th Ave,DOWNTOWN,47.60968,-122.33379,1930,1.0,21,Hotel,Hotel,58.0,111.4000015,1510.85
402,2016,NonResidential,Large Office,1420 5th Avenue,DOWNTOWN,47.61054,-122.33466,1989,1.0,46,"Financial Office, Office, Other, Parking, Restaurant, Retail Store",Office,89.0,53.59999847,530.18
403,2016,NonResidential,Large Office,500 Union St,DOWNTOWN,47.61003,-122.33452,1958,1.0,10,Office,Office,91.0,46.79999924,193.72
404,2016,NonResidential,Retail Store,501 Pine Street,DOWNTOWN,47.61159,-122.33601,1914,1.0,4,"Office, Retail Store",Retail Store,25.0,79.09999847,36.61
405,2016,NonResidential,Large Office,1511 6th Avenue,DOWNTOWN,47.61166,-122.33528,1921,1.0,4,"Non-Refrigerated Warehouse, Office, Retail Store",Office,71.0,63.5,148.11
406,2016,NonResidential,Large Office,520 Pike Street,DOWNTOWN,47.61125,-122.33494,1983,1.0,29,"Office, Parking, Retail Store",Office,93.0,45.20000076,131.4
408,2016,NonResidential,Large Office,1424 4th Ave,DOWNTOWN,47.61005,-122.3361,1926,0.0,10,"Office, Other, Retail Store",Office,72.0,53.70000076,65.2
409,2016,NonResidential,Large Office,425 Pike Street,DOWNTOWN,47.61033,-122.3357,1984,1.0,6,"Office, Other, Parking, Retail Store",Office,45.0,87.90000153,51.14
410,2016,NonResidential,Hotel,1414 4th Ave,DOWNTOWN,47.60996,-122.33572,1973,0.0,19,Hotel,Hotel,6.0,114.4000015,1468.5
411,2016,NonResidential,Large Office,1425 4th Avenue,DOWNTOWN,47.60991,-122.33687,1910,1.0,10,"Office, Restaurant, Retail Store",Office,49.0,90.40000153,318.08
412,2016,NonResidential,Small- and Mid-Sized Office,1417 Fourth Avenue,DOWNTOWN,47.60953,-122.33647,1920,1.0,8,"Office, Retail Store",Office,75.0,55.29999924,18.03
413,2016,NonResidential,Large Office,1414 3RD AVE,DOWNTOWN,47.60902,-122.33674,1929,1.0,14,Office,Office,89.0,54.79999924,202.99
414,2016,NonResidential,Large Office,1411 4TH AVE,DOWNTOWN,47.60923,-122.33625,1929,1.0,15,Office,Office,84.0,0.0,238.09
415,2016,NonResidential,Large Office,1501 4th Ave,DOWNTOWN,47.61022,-122.33745,1985,1.0,30,"Bank Branch, Office, Other, Parking, Restaurant",Office,72.0,80.69999695,793.05
416,2016,NonResidential,Small- and Mid-Sized Office,1516 2nd Avenue,DOWNTOWN,47.60995,-122.33904,1906,1.0,4,Office,Office,72.0,62.79999924,74.83
417,2016,NonResidential,Large Office,1511 3rd Ave,DOWNTOWN,47.60987,-122.33824,1927,1.0,10,"Medical Office, Office, Supermarket/Grocery Store",Office,80.0,58.79999924,48.54
418,2016,NonResidential,Mixed Use Property,110 Union Street,DOWNTOWN,47.60821,-122.33899,1910,1.0,5,"Office, Other, Retail Store",Office,75.0,37.29999924,20.98
419,2016,Campus,Mixed Use Property,1501 Pike Place,DOWNTOWN,47.60881,-122.34119,1908,1.0,4,"Food Sales, Multifamily Housing, Office, Other - Education, Other - Restaurant/Bar, Pre-school/Daycare, Restaurant, Retail Store, Supermarket/Grocery Store",Retail Store,75.0,122.3000031,316.2
420,2016,NonResidential,Other,1506 6th Ave,DOWNTOWN,47.61164,-122.33446,1996,1.0,6,"Office, Other - Restaurant/Bar, Parking, Retail Store",Parking,75.0,157.5,185.03
421,2016,NonResidential,Other,1501 7th Ave,DOWNTOWN,47.61185,-122.33421,1996,0.0,4,"Movie Theater, Other - Restaurant/Bar, Parking",Parking,75.0,75.80000305,147.75
422,2016,NonResidential,Large Office,601 Union St.,DOWNTOWN,47.61043,-122.33206,1989,1.0,56,"Office, Other, Parking",Office,97.0,37.90000153,525.78
